,City,Cloud Coverage (%),Country,Date,Humidity (%),Temperature (F),Latitude,Longitude,Wind Speed
290,romny,0,UA,1586647329,78,34.77,50.75,33.47,9.53
291,jiangkou,75,CN,1586647329,93,57.2,25.49,119.2,6.71
292,kirakira,94,SB,1586647081,70,85.53,-10.45,161.92,7.72
293,kuminskiy,22,RU,1586647329,90,33.6,58.67,66.57,4.43
294,klaksvik,100,FO,1586647329,93,41.0,62.23,-6.59,27.51
295,kidal,13,ML,1586647228,20,84.76,18.44,1.41,5.46
296,hami,32,CN,1586647330,23,52.66,42.8,93.45,3.56
297,seoul,1,KR,1586647190,93,46.4,37.57,126.98,7.87
298,tuban,42,ID,1586647330,81,79.9,-6.9,112.06,3.49
299,khandyga,100,RU,1586647331,96,30.52,62.67,135.6,6.22
300,vardo,46,NO,1586647292,92,26.24,70.37,31.11,8.48
301,bagdarin,64,RU,1586647331,41,42.26,54.43,113.6,1.28
302,mercedes,28,AR,1586647331,37,66.0,-34.65,-59.43,1.01
303,bengkulu,31,ID,1586647188,81,79.16,-3.8,102.27,4.65
304,alamosa,20,US,1586647332,7,62.6,37.47,-105.87,19.46
305,te anau,56,NZ,1586647332,64,59.94,-45.42,167.72,8.41
306,almaznyy,49,RU,1586647223,48,39.2,48.04,40.05,11.18
307,bilibino,91,RU,1586647125,89,14.2,68.05,166.44,3.76
308,suntar,67,RU,1586647332,89,32.45,62.14,117.63,10.51
309,cherskiy,99,RU,1586647230,96,19.6,68.75,161.3,14.63
310,sambava,10,MG,1586647333,83,75.16,-14.27,50.17,9.64
311,la ronge,75,CA,1586647333,52,19.4,55.1,-105.28,16.11
312,general roca,65,AR,1586647333,48,66.2,-39.03,-67.58,13.49
313,yongan,0,CN,1586647334,29,43.9,39.7,113.69,8.57
314,caraguatay,0,AR,1586647334,59,61.95,-26.61,-54.78,3.15
315,puerto suarez,0,BO,1586647334,62,72.55,-18.95,-57.8,2.73
316,ponta delgada,20,PT,1586647312,82,57.2,37.73,-25.67,12.75
317,vieux-habitants,20,GP,1586647334,74,78.8,16.06,-61.77,6.93
318,nanyang,0,CN,1586647335,49,52.74,32.99,112.53,7.25
319,wanaka,87,NZ,1586647335,57,57.7,-44.7,169.15,10.63
320,san matias,1,BO,1586647273,65,75.94,-16.37,-58.4,1.86
321,ponta do sol,40,PT,1586647036,67,62.6,32.67,-17.1,12.75
322,susanville,18,US,1586647149,32,62.62,40.42,-120.65,13.65
323,entre rios,98,BR,1586647336,87,74.77,-11.94,-38.08,3.98
324,suoyarvi,14,RU,1586647336,94,25.07,62.08,32.35,2.53
325,dubti,52,ET,1586647336,54,82.72,11.74,41.09,11.3
326,sept-iles,75,CA,1586647336,35,41.0,50.2,-66.38,11.41
327,maragogi,5,BR,1586647337,79,80.06,-9.01,-35.22,7.83
328,leshukonskoye,70,RU,1586647337,96,19.4,64.9,45.76,2.86
329,pointe-noire,94,CG,1586647109,88,79.03,-4.78,11.86,6.53
330,san cristobal,40,VE,1586647114,43,91.4,7.77,-72.22,20.8
331,nivala,94,FI,1586647338,74,23.0,63.92,24.97,5.46
332,manta,90,EC,1586647207,83,80.6,-0.95,-80.73,3.36
333,high level,75,CA,1586647338,46,30.2,58.52,-117.14,13.87
334,marsabit,7,KE,1586647338,61,68.52,2.33,37.99,16.33
335,namibe,10,AO,1586647338,62,77.25,-15.2,12.15,3.69
336,aswan,0,EG,1586647339,29,62.65,24.09,32.91,10.6
337,iacu,92,BR,1586647339,81,74.86,-12.77,-40.21,2.8
338,landau,19,DE,1586647339,81,57.0,49.21,8.11,3.36
339,krasnoborsk,100,RU,1586647339,94,24.58,61.56,45.93,3.13
340,nara,75,JP,1586647340,66,50.0,34.69,135.8,5.82
341,chapais,90,CA,1586647061,68,28.4,49.78,-74.85,6.93
342,goderich,19,CA,1586647261,55,51.01,43.75,-81.72,8.01
343,brandon,1,US,1586647340,61,82.4,27.94,-82.29,7.29
344,kologriv,100,RU,1586647340,93,27.68,58.83,44.32,7.47
345,bima,56,ID,1586647341,76,80.2,-8.47,118.72,1.61
346,hobyo,4,SO,1586647341,75,81.97,5.35,48.53,11.1
347,bose,0,IT,1586647341,40,60.01,45.46,8.01,3.36
348,nieuw amsterdam,40,SR,1586647342,78,82.4,5.88,-55.08,8.05
349,vaitape,47,PF,1586647342,76,83.46,-16.52,-151.75,14.07
350,qaqortoq,100,GL,1586647342,39,46.4,60.72,-46.03,38.03
351,praia,82,CV,1586647342,69,75.2,14.92,-23.51,9.17
352,vega de alatorre,39,MX,1586647342,86,81.54,20.03,-96.63,7.52
353,sao sebastiao,45,BR,1586647343,66,71.28,-23.76,-45.41,5.17
354,biltine,58,TD,1586647232,15,77.86,14.53,20.92,11.92
355,mount gambier,90,AU,1586647343,66,53.6,-37.83,140.77,6.93
356,usinsk,85,RU,1586647343,94,11.5,65.99,57.53,6.64
357,lata,75,PT,1586647344,87,57.99,40.16,-8.33,3.36
358,san fernando,75,PH,1586647344,83,84.2,15.03,120.69,2.24
359,vestmannaeyjar,100,IS,1586647344,88,43.29,63.44,-20.27,11.14
360,shatrovo,83,RU,1586647344,77,38.16,56.52,64.63,5.28
361,nanortalik,100,GL,1586647077,77,36.54,60.14,-45.24,33.8
362,eskil,6,TR,1586647345,39,47.59,38.4,33.41,8.41
363,port macquarie,0,AU,1586647267,44,66.99,-31.43,152.92,8.05
364,eydhafushi,4,MV,1586647345,65,84.42,5.1,73.07,2.01
365,kutum,37,SD,1586647346,17,66.27,14.2,24.67,8.84
366,tefe,100,BR,1586647346,97,73.8,-3.35,-64.71,3.22
367,nahrin,74,AF,1586647346,38,59.11,36.06,69.13,2.84
368,buluang,42,PH,1586647346,73,82.24,13.31,123.34,4.32
369,xuddur,14,SO,1586647346,71,75.7,4.12,43.89,13.06
370,saint-georges,17,GD,1586647089,78,78.71,12.06,-61.75,16.26
371,dumas,1,US,1586647347,11,82.4,35.87,-101.97,14.99
372,naze,75,JP,1586647347,93,66.2,28.37,129.48,12.75
373,claveria,53,PH,1586647347,78,78.22,18.61,121.08,5.93
374,mezen,7,RU,1586647347,96,17.26,65.85,44.24,5.1
375,ambilobe,6,MG,1586647348,84,72.03,-13.2,49.05,3.89
376,lakeside,1,US,1586647348,47,75.99,30.13,-81.77,6.93
377,kigoma,77,TZ,1586647145,61,74.75,-4.88,29.63,6.67
378,leningradskiy,91,RU,1586647348,86,17.11,69.38,178.42,2.91
379,adelaide,90,AU,1586647349,54,61.0,-34.93,138.6,6.93
380,mednogorsk,60,RU,1586647349,73,36.0,51.41,57.59,5.68
381,taft,40,IR,1586647349,40,68.0,31.75,54.21,4.7
382,bintulu,75,MY,1586647114,100,75.2,3.17,113.03,4.7
383,san carlos de bariloche,0,AR,1586647350,46,46.4,-41.15,-71.31,6.93
384,la rioja,75,ES,1586647350,93,55.4,42.25,-2.5,5.82
385,kamenka,70,RU,1586647350,83,34.0,51.32,42.77,14.81
386,sioux lookout,75,CA,1586647169,59,35.6,50.1,-91.92,14.99
387,preobrazheniye,6,RU,1586647350,67,40.42,42.9,133.91,4.09
388,chateaubelair,20,VC,1586647350,78,82.4,13.28,-61.25,6.93
389,geraldton,75,AU,1586647351,100,66.2,-28.77,114.6,6.26
390,umm lajj,2,SA,1586647351,54,67.73,25.02,37.27,9.62
391,yulara,100,AU,1586647104,28,59.0,-25.24,130.99,4.7
392,belaya gora,100,RU,1586647352,94,28.56,68.53,146.42,9.95
393,dudinka,75,RU,1586647352,80,35.6,69.41,86.18,33.55
394,tekkali,0,IN,1586647352,79,77.99,18.62,84.23,6.51
395,nemuro,56,JP,1586647352,91,30.9,43.32,145.57,3.96
396,pinega,8,RU,1586647352,96,20.84,64.7,43.39,3.38
397,rawson,0,AR,1586647353,38,55.98,-43.3,-65.1,5.35
398,comodoro rivadavia,0,AR,1586647343,45,59.0,-45.87,-67.5,12.75
399,puerto escondido,40,MX,1586647353,83,82.4,15.85,-97.07,5.82
400,okha,56,RU,1586647353,97,30.92,53.57,142.95,13.62
401,lower hutt,59,NZ,1586647353,67,63.0,-41.22,174.92,24.16
402,arco,15,IT,1586647354,50,59.0,45.92,10.89,3.36
403,gasa,0,PS,1586647354,87,55.99,31.5,34.47,4.7
404,sobolevo,0,RU,1586647096,83,31.87,54.43,31.9,6.78
405,cairns,40,AU,1586647354,69,84.99,-16.92,145.77,4.7
406,hovd,100,MN,1586647354,36,38.64,48.01,91.64,1.39
407,buala,93,SB,1586647119,71,84.76,-8.14,159.59,5.28
408,scottsbluff,90,US,1586647349,54,61.0,41.87,-103.67,28.86
409,buseresere,5,TZ,1586647355,66,63.95,-3.02,31.87,3.65
410,yei,100,SS,1586647355,61,73.99,4.09,30.68,2.77
411,rezekne,50,LV,1586647355,83,33.89,56.5,27.32,6.62
412,ganzhou,0,CN,1586647356,65,51.85,28.82,115.43,5.46
413,huilong,27,CN,1586647356,74,55.0,31.81,121.66,19.6
414,alakurtti,37,RU,1586647356,80,19.99,66.97,30.35,1.99
415,sindou,81,BF,1586647356,42,85.42,10.67,-5.17,8.79
416,saldanha,99,ZA,1586647125,93,60.8,-33.01,17.94,16.11
417,loandjili,94,CG,1586647357,89,78.91,-4.76,11.86,6.38
418,bac lieu,2,VN,1586647357,68,81.64,9.29,105.72,6.85
419,mao,27,ES,1586647357,82,57.2,39.89,4.27,8.05
420,rocha,48,UY,1586647091,85,57.9,-34.48,-54.33,5.64
421,ust-ilimsk,0,RU,1586647289,82,32.67,58.0,102.66,1.86
422,umaria,0,IN,1586647358,21,74.66,23.53,80.83,3.29
423,kankan,94,GN,1586647358,60,80.29,10.39,-9.31,3.42
424,dalbandin,76,PK,1586647358,27,74.25,28.89,64.41,1.39
425,nantucket,20,US,1586647103,49,48.99,41.28,-70.1,19.46
426,kijang,90,KR,1586647072,81,48.2,35.24,129.21,3.36
427,gizo,90,SB,1586647165,68,86.81,-8.1,156.84,4.14
428,jutai,88,BR,1586647359,92,76.23,-5.18,-68.9,0.85
429,tiznit,100,MA,1586647360,72,58.73,29.58,-9.5,3.44
430,boyolangu,81,ID,1586647360,77,78.85,-8.12,111.89,0.83
431,poya,42,NC,1586647360,62,80.64,-21.35,165.15,2.82
432,cayenne,20,GF,1586647188,74,80.6,4.93,-52.33,6.93
433,boende,94,CD,1586647282,85,72.54,-0.22,20.87,2.53
434,brae,100,GB,1586647361,75,46.4,60.4,-1.35,25.28
435,manaus,75,BR,1586647361,94,77.0,-3.1,-60.02,3.36
436,perth,75,AU,1586647188,83,73.99,-31.93,115.83,6.93
437,lorengau,36,PG,1586647212,68,84.99,-2.02,147.27,2.37
438,vostok,34,RU,1586647362,51,37.62,46.49,135.88,4.59
439,amudat,21,UG,1586647362,42,70.39,1.95,34.95,2.89
440,concordia,0,AR,1586647362,56,71.6,-31.39,-58.02,5.82
441,gistrup,93,DK,1586647362,82,46.0,56.99,9.99,4.0
442,coahuayana,5,MX,1586647363,51,84.2,18.73,-103.68,11.41
443,pindi gheb,66,PK,1586647363,82,64.4,33.24,72.27,9.17
444,hirara,75,JP,1586647099,88,66.2,24.8,125.28,16.11
445,torrevieja,75,ES,1586647076,82,61.0,37.98,-0.68,12.75
446,agbor,100,NG,1586647363,87,74.71,6.25,6.19,2.48
447,mahebourg,75,MU,1586647164,83,79.0,-20.41,57.7,5.82
448,bathsheba,40,BB,1586647364,69,80.6,13.22,-59.52,12.75
449,santa cruz de la palma,40,ES,1586647364,77,66.2,28.68,-17.76,10.29
450,vidim,11,RU,1586647364,77,32.5,56.41,103.11,3.71
451,hay river,75,CA,1586647365,62,19.4,60.82,-115.8,8.05
452,nossa senhora das dores,20,BR,1586647365,74,84.2,-10.49,-37.19,10.29
453,pangai,12,TO,1586647365,68,77.49,-19.8,-174.35,9.55
454,saint-augustin,96,CA,1586647236,98,31.12,51.23,-58.65,5.97
455,santa cruz,0,BO,1586647285,37,82.4,-17.8,-63.17,5.82
456,teguldet,0,RU,1586647366,94,30.76,57.31,88.17,4.56
457,stilfontein,0,ZA,1586647366,34,60.28,-26.84,26.77,6.71
458,islamkot,92,PK,1586647366,33,81.5,24.7,70.18,9.31
459,marsh harbour,39,BS,1586647366,82,73.49,26.54,-77.06,18.7
460,beloha,95,MG,1586647367,70,72.99,-25.17,45.05,9.62
461,bogale,100,MM,1586647367,93,73.8,16.28,95.4,3.8
462,ayan,16,RU,1586647125,85,33.85,56.45,138.17,4.94
463,maniitsoq,95,GL,1586647367,75,37.96,65.42,-52.9,7.2
464,lucapa,94,AO,1586647368,74,67.12,-8.42,20.74,3.33
465,mawlaik,0,MM,1586647368,44,70.81,23.63,94.42,1.25
466,port blair,78,IN,1586647190,72,82.06,11.67,92.75,7.43
467,talaya,100,RU,1586647368,87,20.07,61.38,152.75,2.1
468,port hardy,20,CA,1586647086,46,53.6,50.7,-127.42,8.05
469,padang,91,ID,1586647369,75,79.48,-0.95,100.35,4.94
470,ballina,0,AU,1586647369,49,71.6,-28.87,153.57,13.87
471,krasnovishersk,100,RU,1586647369,92,33.1,60.41,57.08,1.9
472,sayyan,23,YE,1586647370,38,59.14,15.17,44.32,2.95
473,shelopugino,0,RU,1586647370,28,51.76,51.65,117.56,3.44
474,le port,24,RE,1586647370,78,77.0,-20.94,55.29,12.75
475,itarema,100,BR,1586647233,86,79.23,-2.92,-39.92,5.5
476,praia da vitoria,20,PT,1586647371,82,60.8,38.73,-27.07,10.92
477,kozhva,74,RU,1586647371,94,13.19,65.11,57.05,2.86
478,mbekenyera,100,TZ,1586647371,87,70.81,-10.0,38.98,3.89
479,ipira,72,BR,1586647371,85,74.12,-12.16,-39.74,3.78
480,disna,51,BY,1586647372,79,34.57,55.57,28.2,7.99
481,teahupoo,100,PF,1586647372,66,87.8,-17.83,-149.27,6.93
482,talcahuano,0,CL,1586647129,58,59.0,-36.72,-73.12,13.87
483,nerang,0,AU,1586647372,41,78.01,-27.98,153.33,12.75
484,charters towers,54,AU,1586647373,32,81.21,-20.1,146.27,7.45
485,manjakandriana,75,MG,1586647373,88,62.6,-18.92,47.8,5.82
486,siauliai,80,LT,1586647373,59,35.6,55.93,23.32,5.82
487,lagos,20,NG,1586647159,79,84.2,6.58,3.75,4.7
488,severo-kurilsk,63,RU,1586647100,93,30.7,50.68,156.12,8.39
489,bubaque,8,GW,1586647374,79,78.48,11.28,-15.83,16.06
490,burgeo,85,CA,1586647374,94,31.28,47.62,-57.62,21.7
491,richards bay,49,ZA,1586647104,81,71.47,-28.78,32.04,14.45
492,tutoia,97,BR,1586647374,84,80.96,-2.76,-42.27,8.03
493,jumla,0,NP,1586647120,22,43.68,29.27,82.18,5.82
494,george town,20,MY,1586647375,88,82.4,5.41,100.34,2.62
495,buriti bravo,51,BR,1586647375,88,74.71,-5.84,-43.83,0.49
496,nueva londres,0,PY,1586647375,44,62.8,-25.4,-56.55,3.94
497,iquique,90,CL,1586647375,68,71.6,-20.22,-70.14,12.75
498,bud,1,US,1586647376,23,63.0,39.45,-86.18,14.99
499,daro,79,GN,1586647376,79,71.6,8.52,-9.57,1.19
500,mogwase,0,ZA,1586647376,36,64.09,-25.18,27.27,1.97
501,hope,90,US,1586647376,100,62.6,33.67,-93.59,4.7
502,samarai,89,PG,1586647376,57,83.59,-10.62,150.67,4.25
503,daru,95,PG,1586647181,74,83.84,-9.08,143.21,10.25
504,bonthe,71,SL,1586647272,79,81.55,7.53,-12.51,3.65
505,kousseri,99,CM,1586647183,11,87.8,12.08,15.03,11.41
506,dalnegorsk,0,RU,1586647377,62,40.82,44.56,135.57,6.22
507,isangel,20,VU,1586647213,58,84.2,-19.55,169.27,5.48
508,kali vrisi,83,GR,1586647378,79,57.99,41.15,23.9,2.3
509,mayumba,99,GA,1586647175,88,78.3,-3.43,10.66,12.44
510,port lincoln,90,AU,1586647378,60,58.33,-34.73,135.87,7.74
511,palu,26,ID,1586647378,63,80.06,-0.89,119.87,1.43
512,zhicheng,0,CN,1586647378,90,48.0,30.3,111.5,5.01
513,trincomalee,15,LK,1586647379,82,79.92,8.57,81.23,4.09
514,ornskoldsvik,100,SE,1586647379,95,35.6,63.29,18.72,11.41
515,yuryev-polskiy,22,RU,1586647379,88,29.57,56.5,39.68,8.77
516,saskylakh,11,RU,1586647229,90,1.13,71.92,114.08,12.41
517,mogadouro,100,PT,1586647380,61,53.29,41.34,-6.71,1.32
518,natal,40,BR,1586647284,78,82.4,-5.79,-35.21,9.17
519,lala,41,PH,1586647380,55,84.04,7.97,123.75,1.88
520,cody,90,US,1586647380,79,32.0,44.53,-109.06,20.8
521,port hedland,5,AU,1586647381,64,75.2,-20.32,118.57,6.93
522,pilar,47,BR,1586647276,88,78.8,-9.6,-35.96,5.82
523,pevek,44,RU,1586647111,91,9.79,69.7,170.31,14.54
524,koslan,92,RU,1586647381,94,20.59,63.46,48.9,1.23
525,chirongui,40,YT,1586647114,78,82.4,-12.93,45.15,8.05
526,plettenberg bay,98,ZA,1586647104,58,64.36,-34.05,23.37,3.71
527,turukhansk,100,RU,1586647382,96,34.86,65.82,87.98,16.28
528,kavali,0,IN,1586647275,89,74.26,14.92,79.98,6.53
529,nouakchott,0,MR,1586647234,57,78.8,18.09,-15.98,13.87
530,dhidhdhoo,36,MV,1586647383,64,85.55,6.88,73.1,5.93
531,ilulissat,90,GL,1586647189,74,28.4,69.22,-51.1,8.05
532,sur,31,OM,1586647383,69,77.83,22.57,59.53,14.36
533,opuwo,3,NA,1586647267,54,68.54,-18.06,13.84,6.17
534,samana,20,DO,1586647383,88,80.6,19.21,-69.34,9.17
535,isiro,89,CD,1586647384,80,68.67,2.77,27.62,1.39
536,jackson,90,US,1586647384,33,71.6,42.42,-122.83,14.99
537,marienburg,100,PL,1586647384,39,48.0,54.04,19.03,6.93
538,pingliang,0,CN,1586647384,31,42.71,35.54,106.69,1.57
539,beringovskiy,95,RU,1586647110,94,14.23,63.05,179.32,10.51
540,labrea,81,BR,1586647385,88,77.2,-7.26,-64.8,1.21
541,jetalsar,32,IN,1586647385,54,86.0,21.7,70.58,7.85
542,darhan,86,MN,1586647386,33,48.99,49.49,105.92,7.18
543,aitape,97,PG,1586647386,76,82.98,-3.14,142.35,1.32
544,ahtopol,8,BG,1586647386,75,46.0,42.1,27.95,9.17
545,verkhnyaya inta,17,RU,1586647386,92,12.79,65.98,60.31,6.02
546,inuvik,5,CA,1586647387,48,24.8,68.35,-133.72,8.05
547,gomel,0,BY,1586647387,78,32.0,52.43,30.98,6.71
548,bowen,88,AU,1586647387,83,82.99,-20.02,148.23,4.7
549,bulgan,100,MN,1586647100,33,42.48,48.81,103.53,2.39
550,barstow,1,US,1586647390,37,71.6,34.9,-117.02,19.46
551,viedma,80,AR,1586647391,53,55.54,-40.81,-63.0,5.95
552,mackay,64,AU,1586647164,83,82.99,-21.15,149.2,5.82
553,esso,93,RU,1586647391,87,23.22,55.93,158.7,5.26
554,sarkand,70,KZ,1586647391,36,47.46,45.41,79.92,4.38
555,husavik,75,IS,1586647211,69,33.8,66.04,-17.34,24.16
556,burnie,45,AU,1586647392,64,57.0,-41.07,145.92,11.01
557,tautira,100,PF,1586647392,66,87.8,-17.73,-149.15,6.93
558,zhangjiakou,0,CN,1586647392,30,46.99,40.81,114.88,11.74
559,minab,100,IR,1586647392,78,78.8,27.15,57.08,6.93
560,the valley,20,AI,1586647393,74,81.0,18.22,-63.06,8.05
561,abu zabad,6,SD,1586647393,14,76.82,12.35,29.25,15.79
562,damavand,20,IR,1586647393,81,50.0,35.72,52.06,1.57
563,bereda,90,ES,1586647242,100,55.0,43.27,-7.54,1.12
564,faya,34,SA,1586647232,59,64.4,18.39,42.45,4.63
565,atar,0,MR,1586647394,19,80.73,20.52,-13.05,8.81
566,irbeyskoye,0,RU,1586647394,81,32.47,55.64,95.45,8.99
567,zhigansk,96,RU,1586647394,95,26.51,66.77,123.37,16.11
568,cap malheureux,75,MU,1586647394,83,79.0,-19.98,57.61,5.82
569,edinet,6,MD,1586647394,61,40.23,48.17,27.3,6.71
570,guerrero negro,5,MX,1586647224,60,64.08,27.98,-114.06,19.86
571,betafo,80,MG,1586647395,58,56.08,-19.83,46.85,4.34
572,chapleau,90,CA,1586647395,41,42.8,47.84,-83.4,18.34
573,pemangkat,87,ID,1586647395,85,77.52,1.17,108.97,7.78
574,moindou,34,NC,1586647395,45,86.0,-21.69,165.68,3.36
575,barra patuca,80,HN,1586647396,78,81.91,15.8,-84.28,18.59
576,ginda,22,IN,1586647396,18,53.76,30.69,78.49,7.05
577,figeac,35,FR,1586647396,70,54.0,44.75,1.92,5.82
578,butembo,95,CD,1586647396,64,58.46,0.15,29.28,2.35
579,kibungo,40,RW,1586647397,88,68.0,-2.16,30.54,2.24
580,istok,24,XK,1586647397,65,51.01,42.78,20.49,3.36
581,katobu,100,ID,1586647397,93,75.76,-4.94,122.53,1.7
582,kulhudhuffushi,41,MV,1586647266,64,85.68,6.62,73.07,6.44
583,avesta,100,SE,1586647398,93,41.0,60.15,16.17,4.7
